,6zsl_A_fpocket,6zsl_B_fpocket,6zsl_A_p2rank,6zsl_B_p2rank,IoU
4186,15,21,10,10,0.005714
6496,29,13,12,7,0.005714
5722,24,24,1,3,0.005714
4167,15,16,3,7,0.005714
2842,8,37,1,4,0.005714
2168,6,34,3,12,0.00568
6368,28,19,1,9,0.00568
4647,18,9,13,14,0.00568
4946,19,29,13,14,0.00568
3307,10,28,3,3,0.00568
5148,21,28,1,14,0.00568
3225,10,18,13,9,0.00568
3981,14,17,12,13,0.00568
4376,16,27,3,12,0.00568
3250,10,22,3,2,0.00568
6621,31,16,3,3,0.00568
5204,22,7,8,1,0.00568
3437,11,22,12,13,0.00568
5198,22,7,4,5,0.00568
6793,34,6,9,11,0.00568
6879,34,24,9,11,0.00568
6791,34,6,3,12,0.00565
4501,17,21,1,9,0.00565
5156,21,29,13,14,0.00565
6795,34,7,1,4,0.00565
6497,29,13,12,8,0.00565
2420,7,34,1,4,0.00565
5770,24,32,5,6,0.00565
6792,34,6,6,13,0.00565
2578,8,8,2,3,0.00565
5238,22,13,8,1,0.00565
2960,9,21,3,12,0.00565
6552,29,26,7,13,0.00565
2360,7,22,4,5,0.00565
5712,24,21,13,14,0.00565
6507,29,14,12,8,0.00562
6812,34,8,3,12,0.00562
4492,17,18,1,14,0.00562
6553,29,26,12,8,0.00562
5206,22,7,12,8,0.00562
4005,14,22,7,8,0.00562
4502,17,21,1,14,0.00562
6506,29,14,12,7,0.00562
3768,13,21,3,12,0.00562
6983,35,24,1,4,0.00562
5147,21,28,1,9,0.00562
4324,16,15,6,7,0.00562
6047,26,21,3,12,0.00562
6495,29,13,7,13,0.00562
6615,31,9,3,12,0.00562
2366,7,22,8,1,0.00562
6238,27,17,9,11,0.00562
6347,28,10,1,14,0.00562
3945,14,12,7,8,0.00562
4899,19,21,13,14,0.00562
3313,10,32,5,6,0.00562
6877,34,23,3,2,0.005585
5420,23,10,4,5,0.005585
2368,7,22,12,8,0.005585
4207,15,25,6,7,0.005585
4296,16,9,6,7,0.005585
3367,11,7,5,8,0.005585
5513,23,34,1,3,0.005585
6505,29,14,7,13,0.005585
3742,13,14,12,7,0.005585
6614,31,9,3,3,0.005585
5203,22,7,7,13,0.005585
1289,4,4,2,3,0.005554
6248,27,22,2,1,0.005554
3944,14,12,6,13,0.005554
5207,22,7,12,13,0.005554
2365,7,22,7,13,0.005554
5758,24,28,1,14,0.005554
6094,26,29,10,10,0.005554
4365,16,25,3,12,0.005554
4522,17,24,12,13,0.005554
4188,15,22,3,12,0.005554
3364,11,7,2,1,0.005554
5757,24,28,1,9,0.005554
3248,10,22,1,4,0.005554
2932,9,15,3,12,0.005554
6660,32,8,5,8,0.005554
4337,16,18,6,3,0.005554
3988,14,18,13,9,0.005554
6776,34,4,4,1,0.005524
6456,29,7,7,13,0.005524
5278,22,23,4,5,0.005524
6240,27,18,3,3,0.005524
4377,16,27,6,3,0.005524
5099,21,19,13,14,0.005524
6457,29,7,12,8,0.005524
2369,7,22,12,13,0.005524
6955,35,6,3,3,0.005524
4205,15,25,3,12,0.005524
4344,16,21,6,3,0.005493
3743,13,14,12,8,0.005493
7126,38,8,3,12,0.005493
3772,13,22,3,12,0.005493
6375,28,21,1,14,0.005493
3740,13,14,7,13,0.005493
2834,8,34,6,13,0.005493
3247,10,22,1,3,0.005493
4517,17,23,13,9,0.005493
4828,19,9,3,12,0.005493
4187,15,22,3,3,0.005463
4520,17,24,5,6,0.005463
6875,34,23,1,3,0.005463
5416,23,10,1,14,0.005463
2980,9,24,13,14,0.005463
5242,22,14,5,6,0.005463
5471,23,22,1,4,0.005463
7051,37,8,1,7,0.005463
4054,14,29,13,9,0.005463
3365,11,7,5,5,0.005463
5987,26,11,5,8,0.005463
6277,27,31,3,12,0.005463
6243,27,19,9,11,0.005463
7050,37,8,1,4,0.005463
6611,31,7,3,12,0.005463
4321,16,15,3,7,0.005463
7055,37,8,6,2,0.005463
5458,23,18,13,9,0.005436
7091,37,25,1,2,0.005436
4006,14,22,12,13,0.005436
4671,18,17,1,14,0.005436
5040,21,9,13,14,0.005436
6374,28,21,1,9,0.005436
3221,10,18,3,2,0.005436
2955,9,21,1,2,0.005436
7125,38,8,3,3,0.005436
7041,37,6,6,2,0.005436
4349,16,22,3,2,0.005436
3373,11,7,12,13,0.005436
5423,23,10,6,7,0.005436
4870,19,18,1,9,0.005436
3771,13,22,3,3,0.005436
4869,19,18,1,4,0.005436
4035,14,26,7,8,0.005436
4868,19,18,1,2,0.005436
5683,24,17,13,14,0.005436
4000,14,21,13,9,0.005436
4341,16,19,3,12,0.005405
3220,10,18,2,1,0.005405
2169,6,34,6,13,0.005405
5901,25,27,12,13,0.005405
6348,28,10,3,3,0.005405
3219,10,18,1,9,0.005405
2996,9,29,1,2,0.005405
5709,24,21,5,6,0.005405
3512,12,7,12,8,0.005405
3223,10,18,4,1,0.005405
3511,12,7,7,13,0.005405
6454,29,7,6,7,0.005405
4473,17,14,5,6,0.005405
2151,6,28,3,3,0.005405
4850,19,13,12,13,0.005405
2301,7,11,5,8,0.005375
6499,29,14,1,2,0.005375
2958,9,21,1,14,0.005375
5421,23,10,5,5,0.005375
3710,13,11,12,13,0.005375
4871,19,18,1,14,0.005375
5708,24,21,3,12,0.005375
5862,25,17,12,13,0.005375
2833,8,34,3,12,0.005375
4293,16,9,3,7,0.005375
2399,7,29,5,6,0.005375
6501,29,14,5,6,0.005375
5714,24,22,3,12,0.005375
3372,11,7,12,8,0.005375
3224,10,18,6,3,0.005375
2018,6,9,13,9,0.005375
2358,7,22,3,12,0.00535
6500,29,14,1,9,0.00535
3567,12,24,12,13,0.00535
6204,27,9,3,12,0.00535
6274,27,29,6,13,0.00535
3735,13,14,3,3,0.00535
6629,31,27,3,12,0.00535
2998,9,29,1,14,0.00535
4204,15,25,3,7,0.00535
6091,26,29,5,6,0.00535
6235,27,16,3,12,0.00535
3230,10,19,3,12,0.00535
7038,37,6,1,7,0.00535
2013,6,9,3,12,0.00535
3218,10,18,1,4,0.00535
3371,11,7,7,13,0.00535
4364,16,25,3,7,0.00535
5476,23,22,8,1,0.00535
5474,23,22,4,1,0.00535
4535,17,27,9,11,0.005318
2844,8,37,2,1,0.005318
6523,29,19,1,9,0.005318
6259,27,25,9,11,0.005318
3709,13,11,12,8,0.005318
3706,13,11,7,6,0.005318
4896,19,21,3,12,0.005318
2336,7,17,5,8,0.005318
3368,11,7,6,7,0.005318
2298,7,11,2,1,0.005318
2956,9,21,1,4,0.005318
6550,29,26,6,7,0.005318
2350,7,19,4,5,0.005318
4432,17,7,5,8,0.005318
2823,8,33,5,8,0.005318
4318,16,14,6,3,0.005318
5131,21,24,13,14,0.005318
4348,16,22,1,4,0.00529
4050,14,29,6,13,0.00529
1511,4,37,2,1,0.00529
6041,26,19,3,12,0.00529
6524,29,19,1,14,0.00529
6809,34,8,2,3,0.00529
5899,25,27,6,7,0.00529
4655,18,10,13,9,0.00529
3708,13,11,7,13,0.00529
5463,23,19,4,5,0.00529
5468,23,21,13,9,0.00529
4051,14,29,7,8,0.00529
3766,13,19,12,13,0.00529
4734,18,29,1,14,0.00529
4825,19,9,1,9,0.00529
4131,15,9,9,11,0.00529
2299,7,11,5,5,0.00529
3217,10,18,1,3,0.00529
4715,18,24,13,14,0.00529
6959,35,8,3,3,0.00529
5072,21,15,10,10,0.00529
6380,28,23,1,14,0.00529
4183,15,21,3,12,0.00529
6352,28,14,1,14,0.00529
3448,11,26,5,8,0.00529
4934,19,27,9,11,0.00529
4176,15,18,6,3,0.00529
2351,7,19,8,1,0.00529
5767,24,29,13,14,0.00529
4004,14,22,3,3,0.005264
7037,37,6,1,4,0.005264
2150,6,28,1,14,0.005264
2819,8,32,5,8,0.005264
5473,23,22,3,3,0.005264
1510,4,37,1,4,0.005264
4651,18,10,1,9,0.005264
4374,16,27,3,2,0.005264
5991,26,11,12,8,0.005264
4925,19,24,13,14,0.005264
5038,21,9,10,10,0.005264
2839,8,35,3,12,0.005264
2307,7,11,12,13,0.005234
6549,29,26,5,6,0.005234
5629,24,9,13,14,0.005234
6544,29,24,12,13,0.005234
5419,23,10,4,1,0.005234
6023,26,15,10,10,0.005234
4310,16,13,3,12,0.005234
4037,14,26,13,9,0.005234
4650,18,10,1,4,0.005234
5424,23,10,8,1,0.005234
6387,28,26,3,3,0.005234
5472,23,22,3,2,0.005234
5990,26,11,7,13,0.005234
5764,24,29,9,11,0.005234
3415,11,13,12,13,0.005234
4526,17,25,12,13,0.005234
5992,26,11,12,13,0.005207
4685,18,19,1,2,0.005207
4686,18,19,1,4,0.005207
4128,15,9,3,12,0.005207
4687,18,19,1,9,0.005207
5977,26,9,3,12,0.005207
5036,21,9,3,12,0.005207
4847,19,13,4,5,0.005207
6556,29,27,6,13,0.005207
4667,18,15,6,3,0.005207
6236,27,16,6,3,0.005207
2986,9,26,3,12,0.005207
2340,7,17,12,8,0.005207
6042,26,21,1,2,0.005207
4849,19,13,8,5,0.005207
4436,17,7,12,8,0.005207
4448,17,9,1,14,0.005207
2970,9,23,1,14,0.005207
4314,16,14,1,2,0.005207
2398,7,28,3,3,0.005207
4347,16,22,1,3,0.005207
5681,24,17,5,6,0.005207
3753,13,16,3,12,0.00518
1614,5,5,13,14,0.00518
6229,27,15,3,12,0.00518
3705,13,11,6,7,0.00518
6247,27,22,1,4,0.00518
2010,6,9,1,14,0.00518
6249,27,22,3,2,0.00518
6260,27,25,12,13,0.00518
4316,16,14,3,2,0.00518
5689,24,18,3,2,0.00518
7023,37,4,2,1,0.00518
3664,13,7,2,1,0.00518
5859,25,16,6,7,0.00518
6382,28,24,1,14,0.00518
6381,28,24,1,9,0.00518
5688,24,18,1,14,0.00518
3669,13,7,7,6,0.00518
3672,13,7,12,8,0.00518
4311,16,13,6,3,0.00518
2402,7,29,12,8,0.00518
3984,14,18,1,9,0.00518
2306,7,11,12,8,0.00518
6470,29,9,1,2,0.00518
2015,6,9,6,7,0.00518
4833,19,10,1,14,0.00518
4813,19,7,8,1,0.00518
3414,11,13,12,8,0.00518
2056,6,14,6,13,0.00518
4652,18,10,3,2,0.00518
2401,7,29,7,13,0.00518
3411,11,13,7,6,0.00518
4641,18,9,1,2,0.00518
2012,6,9,3,7,0.00518
4662,18,14,13,9,0.00518
2055,6,14,6,7,0.00518
3804,13,26,7,13,0.005154
6014,26,14,7,13,0.005154
4437,17,7,12,13,0.005154
5065,21,14,13,9,0.005154
4649,18,10,1,3,0.005154
4435,17,7,7,13,0.005154
3805,13,26,12,8,0.005154
3993,14,21,1,2,0.005154
4309,16,13,3,7,0.005154
3413,11,13,7,13,0.005154
3671,13,7,7,13,0.005154
5434,23,13,4,5,0.005154
4373,16,27,1,4,0.005154
6546,29,24,13,14,0.005154
4812,19,7,4,5,0.005154
4001,14,22,1,2,0.005154
6045,26,21,3,2,0.005154
2935,9,16,3,12,0.005154
7022,37,4,1,4,0.005154
5096,21,19,3,12,0.005154
4130,15,9,6,7,0.005154
2978,9,24,3,12,0.005154
2341,7,17,12,13,0.005154
879,3,3,6,2,0.005154
3908,14,6,6,7,0.005154
3763,13,18,3,3,0.005154
6015,26,14,12,8,0.005154
2339,7,17,7,13,0.005154
866,3,3,1,7,0.005154
2305,7,11,7,13,0.005154
1423,4,19,13,14,0.005154
889,3,3,13,14,0.005154
4814,19,7,8,5,0.005154
4688,18,19,1,14,0.005154
3439,11,23,5,5,0.005127
5876,25,21,10,10,0.005127
2054,6,14,6,3,0.005127
5854,25,15,6,3,0.005127
4836,19,10,3,12,0.005127
3452,11,26,12,8,0.005127
6649,32,4,5,6,0.005127
6205,27,9,6,3,0.005127
3451,11,26,7,13,0.005127
3802,13,26,7,6,0.005127
4174,15,18,3,2,0.005127
4644,18,9,1,14,0.005127
5279,22,23,8,1,0.005127
1604,5,5,5,5,0.005127
2405,7,31,3,12,0.005127
4518,17,24,1,9,0.005127
3754,13,16,6,3,0.005127
6044,26,21,1,9,0.005127
6472,29,9,1,14,0.005127
6529,29,21,1,14,0.005127
5277,22,23,4,1,0.005127
5686,24,18,1,4,0.0051
4942,19,29,1,9,0.0051
5055,21,13,3,3,0.0051
4855,19,14,12,13,0.0051
4300,16,10,1,4,0.0051
4216,15,27,9,11,0.0051
874,3,3,3,12,0.0051
5470,23,22,1,3,0.0051
6617,31,10,3,12,0.0051
3907,14,6,6,3,0.0051
1505,4,34,4,1,0.0051
6034,26,18,1,2,0.0051
5128,21,24,5,6,0.0051
6036,26,18,1,9,0.0051
5119,21,23,13,9,0.0051
4003,14,22,3,2,0.0051
3909,14,6,6,13,0.0051
4923,19,24,12,13,0.0051
4519,17,24,1,14,0.0051
3749,13,15,6,7,0.0051
2302,7,11,6,7,0.0051
444,2,2,6,2,0.0051
4048,14,29,1,2,0.0051
5466,23,21,1,9,0.0051
4372,16,27,1,3,0.0051
1594,5,5,1,7,0.0051
3752,13,16,3,7,0.0051
3453,11,26,12,13,0.0051
4699,18,21,6,3,0.0051
5074,21,16,3,12,0.0051
4891,19,21,1,2,0.005077
6332,28,7,3,3,0.005077
3807,13,27,6,7,0.005077
4892,19,21,1,4,0.005077
4370,16,26,3,12,0.005077
3430,11,21,10,10,0.005077
6616,31,10,3,3,0.005077
6774,34,4,2,3,0.005077
4929,19,25,12,13,0.005077
4215,15,26,10,10,0.005077
4943,19,29,1,14,0.005077
5056,21,13,3,12,0.005077
6225,27,14,6,13,0.005077
4049,14,29,1,9,0.005077
3264,10,23,4,5,0.005077
4306,16,10,6,7,0.005077
6037,26,18,3,2,0.005077
3995,14,21,1,9,0.005077
5869,25,19,12,13,0.005077
4787,19,4,13,14,0.005077
6538,29,23,1,2,0.005077
2830,8,34,2,3,0.005077
4642,18,9,1,4,0.005077
5070,21,15,3,12,0.005077
5506,23,29,1,2,0.005077
1410,4,18,4,1,0.00505
5461,23,19,1,14,0.00505
5144,21,26,3,12,0.00505
3410,11,13,6,7,0.00505
4665,18,15,3,2,0.00505
1412,4,18,13,14,0.00505
4118,15,7,3,12,0.00505
4339,16,19,1,4,0.00505
5184,22,4,5,6,0.00505
2917,9,10,1,14,0.00505
1489,4,28,13,9,0.00505
1606,5,5,6,2,0.00505
870,3,3,2,3,0.00505
3932,14,9,13,9,0.00505
1490,4,28,13,14,0.00505
5508,23,29,6,7,0.00505
6540,29,23,6,7,0.00505
4338,16,19,1,2,0.00505
2051,6,14,1,14,0.00505
3808,13,27,6,13,0.00505
5138,21,25,10,10,0.00505
5086,21,18,1,14,0.00505
4301,16,10,3,2,0.00505
3996,14,21,3,2,0.00505
4315,16,14,1,3,0.00505
4184,15,21,6,3,0.00505
5087,21,18,3,2,0.00505
5127,21,24,3,12,0.00505
4696,18,21,1,14,0.005024
4697,18,21,3,2,0.005024
6005,26,13,12,8,0.005024
7052,37,8,2,1,0.005024
4848,19,13,8,1,0.005024
2982,9,25,3,12,0.005024
4359,16,24,3,12,0.005024
5705,24,21,1,14,0.005024
3747,13,15,3,12,0.005024
4894,19,21,1,14,0.005024
2984,9,26,1,9,0.005024
3565,12,23,5,6,0.005024
1887,5,37,1,4,0.005024
6073,26,25,10,10,0.005024
6321,28,4,13,9,0.005024
5624,24,9,3,12,0.005024
4148,15,13,6,7,0.005024
6322,28,4,13,14,0.005024
2064,6,15,3,12,0.005024
4127,15,9,3,7,0.005024
4202,15,25,3,2,0.005024
4728,18,27,3,3,0.005024
6022,26,15,3,12,0.005024
5685,24,18,1,3,0.005
3998,14,21,6,3,0.005
3985,14,18,3,2,0.005
435,2,2,2,3,0.005
4611,18,4,13,14,0.005
6002,26,13,7,6,0.005
4042,14,27,3,3,0.005
5091,21,19,1,2,0.005
5464,23,19,8,1,0.005
883,3,3,8,1,0.005
5092,21,19,1,4,0.005
4893,19,21,1,9,0.005
5462,23,19,4,1,0.005
4706,18,23,13,9,0.005
5700,24,19,13,14,0.005
3904,14,6,1,14,0.005
2930,9,14,13,9,0.005
5867,25,18,6,3,0.005
4927,19,25,3,12,0.005
6224,27,14,3,3,0.005
4857,19,15,3,12,0.005
4299,16,10,1,3,0.005
4861,19,16,3,12,0.005
4654,18,10,6,3,0.005
6475,29,10,1,2,0.005
431,2,2,1,7,0.005
2919,9,10,3,12,0.005
886,3,3,12,7,0.005
5706,24,21,3,2,0.005
4361,16,24,6,7,0.005
6004,26,13,7,13,0.005
3987,14,18,6,3,0.004974
4931,19,26,3,12,0.004974
4921,19,24,3,12,0.004974
3666,13,7,3,12,0.004974
5858,25,16,6,3,0.004974
6233,27,16,3,2,0.004974
5118,21,23,10,10,0.004974
6090,26,29,1,9,0.004974
2976,9,24,1,14,0.004974
2348,7,19,3,12,0.004974
2036,6,12,6,13,0.004974
451,2,2,12,7,0.004974
3507,12,6,12,7,0.004974
4129,15,9,6,3,0.004974
6017,26,14,13,9,0.004974
6246,27,22,1,3,0.004974
4030,14,26,1,2,0.004974
2344,7,18,4,1,0.004974
5084,21,18,1,4,0.004974
2310,7,12,7,13,0.004974
2311,7,12,12,8,0.004974
5626,24,9,6,7,0.00495
4303,16,10,3,7,0.00495
3746,13,15,3,7,0.00495
4178,15,19,3,12,0.00495
3801,13,26,6,7,0.00495
3977,14,16,6,3,0.00495
3267,10,23,6,7,0.00495
5031,21,9,1,2,0.00495
3312,10,31,3,12,0.00495
4845,19,13,3,12,0.00495
5153,21,29,1,14,0.00495
3665,13,7,3,3,0.00495
2904,9,8,13,14,0.00495
5703,24,21,1,4,0.00495
4694,18,21,1,4,0.00495
4810,19,7,3,12,0.00495
4844,19,13,3,3,0.00495
5975,26,9,1,9,0.00495
5094,21,19,1,14,0.00495
4720,18,25,6,3,0.00495
4173,15,18,1,3,0.004925
4179,15,21,1,2,0.004925
876,3,3,4,5,0.004925
5852,25,15,3,2,0.004925
4177,15,19,3,3,0.004925
6066,26,24,3,12,0.004925
3973,14,16,1,2,0.004925
5116,21,23,1,9,0.004925
4002,14,22,1,3,0.004925
2695,8,17,5,8,0.004925
5093,21,19,1,9,0.004925
1888,5,37,1,7,0.004925
6025,26,16,3,12,0.004925
4154,15,14,6,3,0.004925
1441,4,22,5,6,0.004925
3949,14,13,6,13,0.004925
433,2,2,1,14,0.004925
4033,14,26,3,2,0.004925
4043,14,27,6,13,0.004925
3311,10,31,3,3,0.004925
3408,11,13,2,1,0.0049
3146,10,9,13,9,0.0049
5034,21,9,1,14,0.0049
3975,14,16,3,2,0.0049
5865,25,18,3,2,0.0049
2323,7,13,12,8,0.0049
5679,24,17,1,9,0.0049
4275,16,6,3,7,0.0049
2320,7,13,7,6,0.0049
4669,18,16,6,3,0.0049
3215,10,17,5,6,0.0049
1886,5,37,1,3,0.0049
6186,27,7,2,3,0.0049
3748,13,15,6,3,0.0049
3270,10,23,13,9,0.0049
3265,10,23,5,5,0.0049
5437,23,13,8,1,0.0049
1889,5,37,3,2,0.0049
2700,8,17,13,14,0.0049
4181,15,21,3,2,0.0049
5059,21,14,1,2,0.0049
1609,5,5,7,6,0.0049
2161,6,31,3,12,0.00488
5433,23,13,4,1,0.00488
5052,21,11,10,10,0.00488
3260,10,23,1,9,0.00488
2063,6,15,3,7,0.00488
2066,6,15,6,7,0.00488
1512,4,37,3,2,0.00488
2061,6,15,3,2,0.00488
4453,17,10,13,9,0.00488
3950,14,13,7,8,0.00488
3983,14,18,1,3,0.00488
1234,3,37,6,2,0.00488
1891,5,37,6,2,0.00488
5680,24,17,1,14,0.00488
4913,19,23,4,5,0.00488
4915,19,23,8,5,0.00488
1230,3,37,1,7,0.00488
3994,14,21,1,3,0.00488
1229,3,37,1,4,0.00488
1435,4,22,1,4,0.00488
6232,27,16,1,4,0.00488
4032,14,26,1,9,0.00488
6188,27,7,3,12,0.00488
4276,16,6,3,12,0.00488
1890,5,37,3,3,0.00488
6548,29,26,1,9,0.00488
2322,7,13,7,13,0.00488
3765,13,19,3,12,0.004856
4918,19,24,1,9,0.004856
4917,19,24,1,4,0.004856
4916,19,24,1,2,0.004856
3764,13,19,3,3,0.004856
1415,4,19,1,9,0.004856
3310,10,29,13,9,0.004856
4451,17,10,1,9,0.004856
6758,34,2,6,13,0.004856
4727,18,27,2,1,0.004856
3790,13,24,12,13,0.004856
3793,13,25,3,12,0.004856
5962,26,7,5,8,0.004856
6756,34,2,3,12,0.004856
3518,12,8,12,7,0.004856
453,2,2,13,9,0.004856
4664,18,15,1,3,0.004856
6043,26,21,1,3,0.004856
4358,16,24,3,7,0.004856
5032,21,9,1,4,0.004856
2101,6,21,10,10,0.004856
5431,23,12,5,6,0.004856
2319,7,13,6,7,0.004856
2097,6,21,3,2,0.004856
4658,18,14,1,9,0.004856
3441,11,23,6,7,0.004856
396,1,35,3,12,0.004856
4273,16,6,3,2,0.00483
432,2,2,1,9,0.00483
3244,10,21,9,11,0.00483
4041,14,27,3,2,0.00483
6757,34,2,4,1,0.00483
6223,27,14,3,2,0.00483
1237,3,38,3,12,0.00483
6231,27,16,1,3,0.00483
6012,26,14,5,6,0.00483
6212,27,10,3,12,0.00483
6767,34,3,3,12,0.00483
6462,29,8,5,6,0.00483
5828,25,9,9,11,0.00483
1231,3,37,2,1,0.00483
2698,8,17,12,13,0.00483
5623,24,9,3,7,0.00483
5061,21,14,1,9,0.00483
2081,6,17,13,9,0.00483
5668,24,15,3,12,0.00483
3179,10,13,4,5,0.00483
3703,13,11,2,1,0.004807
5702,24,21,1,3,0.004807
4718,18,25,3,2,0.004807
1236,3,38,3,3,0.004807
6469,29,8,13,14,0.004807
6466,29,8,12,7,0.004807
1498,4,32,5,6,0.004807
6439,29,4,13,14,0.004807
5062,21,14,3,2,0.004807
6035,26,18,1,3,0.004807
3799,13,26,3,12,0.004807
4360,16,24,6,3,0.004807
2802,8,28,13,14,0.004807
3685,13,8,12,7,0.004807
19,1,1,12,7,0.004807
6330,28,6,3,3,0.004807
2095,6,21,1,3,0.004807
6769,34,3,6,13,0.004807
2099,6,21,6,3,0.004807
3140,10,9,1,9,0.004807
4919,19,24,1,14,0.004807
1509,4,37,1,3,0.004807
3971,14,15,6,3,0.004807
3786,13,24,5,6,0.004807
3214,10,16,9,11,0.004807
877,3,3,5,5,0.004807
4779,19,4,1,9,0.004784
2643,8,12,12,7,0.004784
2736,8,22,5,8,0.004784
7024,37,4,3,2,0.004784
2894,9,6,13,9,0.004784
4145,15,13,3,7,0.004784
4214,15,26,3,12,0.004784
1884,5,35,3,12,0.004784
4146,15,13,3,12,0.004784
1406,4,18,1,14,0.004784
5621,24,9,1,14,0.004784
3692,13,9,9,11,0.004784
3974,14,16,1,3,0.004784
4029,14,25,12,13,0.004784
2801,8,28,13,9,0.004784
6214,27,10,9,11,0.004784
3991,14,19,1,14,0.004784
3263,10,23,4,1,0.004784
3213,10,16,6,7,0.004784
1404,4,18,1,4,0.004784
2693,8,17,1,14,0.004784
4712,18,24,3,2,0.004784
4711,18,24,1,14,0.004784
5083,21,18,1,3,0.004784
2060,6,15,1,3,0.004784
3268,10,23,8,1,0.004784
4452,17,10,5,6,0.004784
4152,15,14,3,2,0.004784
4446,17,8,13,14,0.004784
3792,13,25,3,7,0.004784
4441,17,8,5,8,0.004784
6329,28,6,1,14,0.00476
3928,14,9,1,9,0.00476
6768,34,3,4,1,0.00476
1883,5,35,3,3,0.00476
3241,10,21,3,12,0.00476
5763,24,29,1,14,0.00476
5136,21,25,3,12,0.00476
5124,21,24,1,14,0.00476
4112,15,6,3,7,0.00476
6072,26,25,3,12,0.00476
4201,15,25,1,3,0.00476
3948,14,13,3,3,0.00476
3420,11,14,12,13,0.00476
442,2,2,5,5,0.00476
4853,19,14,1,14,0.00476
1487,4,28,1,9,0.00476
4693,18,21,1,3,0.00476
1486,4,28,1,4,0.00476
6753,34,2,2,3,0.00476
5675,24,16,3,12,0.00476
7028,37,5,1,4,0.00476
5209,22,8,5,8,0.00476
5625,24,9,6,3,0.00476
7014,37,3,1,7,0.004738
7018,37,3,6,2,0.004738
4420,17,4,13,14,0.004738
4147,15,13,6,3,0.004738
4271,16,6,1,3,0.004738
7013,37,3,1,4,0.004738
6318,28,4,1,4,0.004738
2075,6,16,3,12,0.004738
6319,28,4,1,9,0.004738
3794,13,25,6,3,0.004738
2345,7,19,1,4,0.004738
2316,7,13,3,12,0.004738
4031,14,26,1,3,0.004738
6609,31,6,3,12,0.004738
3145,10,9,6,7,0.004738
6764,34,3,2,3,0.004738
4604,18,4,1,4,0.004738
2096,6,21,1,4,0.004738
6213,27,10,6,3,0.004738
6942,35,1,3,3,0.004738
4606,18,4,1,14,0.004738
5670,24,15,6,7,0.004738
2159,6,30,10,10,0.004738
4661,18,14,6,3,0.004738
5677,24,16,6,7,0.004738
5698,24,19,3,12,0.004738
6007,26,14,1,2,0.004738
3941,14,10,6,7,0.004738
4807,19,7,1,4,0.004738
3969,14,15,3,2,0.004738
23,1,1,13,14,0.004738
3517,12,8,7,8,0.004738
1799,5,22,5,6,0.00472
3691,13,9,6,7,0.00472
6339,28,8,13,14,0.00472
1872,5,32,7,6,0.00472
3245,10,21,13,9,0.00472
5125,21,24,3,2,0.00472
6459,29,8,1,2,0.00472
2879,9,4,13,14,0.00472
5966,26,7,12,8,0.00472
7021,37,4,1,3,0.00472
1503,4,34,2,3,0.00472
4709,18,24,1,4,0.00472
1800,5,22,7,6,0.00472
811,2,37,6,2,0.00472
4272,16,6,1,4,0.00472
2297,7,11,1,2,0.00472
5139,21,26,1,2,0.00472
3677,13,8,3,7,0.00472
3929,14,9,1,14,0.00472
2927,9,14,1,9,0.00472
6945,35,2,3,3,0.00472
3937,14,10,1,14,0.00472
5362,23,4,8,1,0.00472
5360,23,4,4,5,0.00472
5359,23,4,4,1,0.00472
6221,27,14,1,3,0.00472
4039,14,27,1,3,0.00472
6743,34,1,3,12,0.00472
6744,34,1,6,13,0.00472
3679,13,8,6,3,0.00472
2315,7,13,3,3,0.00472
4858,19,16,1,2,0.004696
6465,29,8,7,8,0.004696
3142,10,9,3,7,0.004696
2145,6,27,3,12,0.004696
5965,26,7,7,13,0.004696
3185,10,13,9,11,0.004696
12,1,1,6,2,0.004696
4859,19,16,1,4,0.004696
5884,25,24,12,13,0.004696
6338,28,8,13,9,0.004696
5428,23,11,5,5,0.004696
2606,8,9,6,7,0.004696
2891,9,6,1,14,0.004696
4110,15,6,3,2,0.004696
3788,13,24,6,7,0.004696
3,1,1,1,7,0.004696
5392,23,7,5,5,0.004696
6461,29,8,1,14,0.004696
3684,13,8,9,11,0.004696
5642,24,10,13,9,0.004696
6010,26,14,3,2,0.004696
4659,18,14,3,2,0.004696
7015,37,3,2,1,0.004696
3379,11,8,6,7,0.004696
3177,10,13,3,12,0.004696
808,2,37,2,1,0.004696
7029,37,5,1,7,0.004696
4444,17,8,12,13,0.004696
6784,34,5,3,12,0.004696
3676,13,8,3,3,0.004696
5122,21,24,1,4,0.004696
3418,11,14,7,13,0.004696
3419,11,14,12,8,0.004696
1861,5,28,13,9,0.004673
6063,26,24,1,9,0.004673
3176,10,13,3,7,0.004673
2797,8,28,1,9,0.004673
3119,10,7,8,1,0.004673
5827,25,9,3,3,0.004673
1862,5,28,13,14,0.004673
5851,25,15,1,3,0.004673
5864,25,18,1,3,0.004673
3210,10,16,3,7,0.004673
5633,24,10,1,9,0.004673
2928,9,14,1,14,0.004673
2641,8,12,7,8,0.004673
5967,26,7,12,13,0.004673
6000,26,13,3,12,0.004673
6061,26,24,1,2,0.004673
3181,10,13,6,3,0.004673
3309,10,29,1,9,0.004673
2105,6,22,3,2,0.004673
4439,17,8,1,14,0.004673
5142,21,26,3,2,0.004673
4180,15,21,1,3,0.004673
4151,15,14,1,3,0.004673
3682,13,8,7,6,0.004673
3683,13,8,7,8,0.004673
7009,37,2,6,2,0.004673
4197,15,24,6,7,0.004673
4911,19,23,1,14,0.004673
